Sad!,356,R&B/Hip-hop,2018-03-17,227,3,XXXTENTACION,?,7,7
Havana,176,Pop,2017-09-09,40,3,CAMILA_CABELLO,Camila,1,8
Freaky_Friday,148,R&B/Hip-hop,2018-03-31,132,3,LIL_DICKY,,9,9
Pray_For_Me,331,R&B/Hip-hop,2018-02-17,212,3,THE_WEEKND,Black Panther The Album,7,10
Look_Alive,242,R&B/Hip-hop,2018-02-24,29,3,BLOCBOY_JB,,5,11
Stir_Fry,384,R&B/Hip-hop,2018-01-06,163,3,MIGOS,Culture II,8,12
Ric_Flair_Drip,343,R&B/Hip-hop,2017-11-18,176,3,OFFSET,Without Warning,13,13
All_The_Stars,22,R&B/Hip-hop,2018-01-20,117,3,KENDRICK_LAMAR,Black Panther The Album,7,14
Mine,268,R&B/Hip-hop,2018-02-03,19,3,BAZZI,COSMIC,15,15
New_Rules,293,Pop,2017-08-19,71,3,DUA_LIPA,Dua Lipa,6,16
Let_You_Down,235,R&B/Hip-hop,2017-11-04,173,3,NF,Perception,12,17
Rockstar,351,R&B/Hip-hop,2017-10-07,187,3,POST_MALONE,beerbongs & bentleys,1,18
Never_Be_The_Same,287,Pop,2018-01-13,40,3,CAMILA_CABELLO,Camila,16,19
Walk_It_Talk_It,446,R&B/Hip-hop,2018-02-10,163,3,MIGOS,Culture II,18,20
Him_&_I,181,R&B/Hip-hop,2017-12-23,88,3,G-EAZY,The Beautiful & Damned,14,21
Thunder,426,Rock,2017-05-20,95,3,IMAGINE_DRAGONS,Evolve,4,22
Plug_Walk,328,R&B/Hip-hop,2018-02-24,193,3,RICH_THE_KID,The World Is Yours,23,23
Whatever_It_Takes,452,Rock,2018-02-17,95,3,IMAGINE_DRAGONS,Evolve,24,24
I_Fall_Apart,189,R&B/Hip-hop,2017-10-14,187,3,POST_MALONE,Stoney,16,25
Lights_Down_Low,240,Pop,2017-10-28,159,3,MAX,Hell's Kitchen Angel,20,26
Kings_Dead,220,R&B/Hip-hop,2018-01-27,102,3,JAY_ROCK,Redemption,21,27
Friends,149,Pop,2018-02-24,157,3,MARSHMELLO,,28,28
Wait,443,Pop,2018-02-03,156,3,MAROON_5,Red Pill Blues,29,29
Heaven,178,Country,2018-01-13,111,3,KANE_BROWN,Kane Brown,30,30
Marry_Me,258,Country,2017-12-23,213,3,THOMAS_RHETT,Life Changes,30,31
Say_Something,359,Pop,2018-02-10,110,3,JUSTIN_TIMBERLAKE,,9,32
Bad_At_Love,34,Pop,2017-09-23,92,3,HALSEY,hopeless fountain kingdom,5,33
Feel_It_Still,135,Pop,2017-07-08,186,3,PORTUGAL._THE_MAN,Woodstock,4,34
Moonlight,277,R&B/Hip-hop,2018-03-31,227,3,XXXTENTACION,?,35,35
You_Make_It_Easy,469,Country,2018-02-10,100,3,JASON_ALDEAN,,28,36
Changes,84,R&B/Hip-hop,2018-03-17,227,3,XXXTENTACION,?,37,37
Bartier_Cardi,41,R&B/Hip-hop,2018-01-06,41,3,CARDI_B,Invasion of Privacy,14,38
Outside_Today,318,R&B/Hip-hop,2018-01-27,232,3,YOUNGBOY_NEVER_BROKE_AGAIN,Until Death Called My Name Reloaded,31,39
Lemon,231,R&B/Hip-hop,2017-11-25,169,3,N*E*R*D,,40,40
Wolves,458,Pop,2017-11-11,198,3,SELENA_GOMEZ,,20,41
Love.,251,R&B/Hip-hop,2017-12-02,117,3,KENDRICK_LAMAR,DAMN.,11,42
MotorSport,280,R&B/Hip-hop,2017-11-18,163,3,MIGOS,Culture II,6,43
No_Limit,300,R&B/Hip-hop,2017-09-30,88,3,G-EAZY,The Beautiful & Damned,4,44
New_Freezer,291,R&B/Hip-hop,2018-02-10,193,3,RICH_THE_KID,The World Is Yours,42,45
Young_Dumb_&_Broke,471,R&B/Hip-hop,2017-08-05,119,3,KHALID,American Teen,18,46
Most_People_Are_Good,279,Country,2018-02-10,147,3,LUKE_BRYAN,What Makes You Country,47,47
How_Long,186,Pop,2017-10-28,44,3,CHARLIE_PUTH,Voicenotes,21,48
Found_/_Tonight,146,Musical,2018-03-31,142,3,LIN-MANUEL_MIRANDA,,49,49
Sky_Walker,375,R&B/Hip-hop,2017-10-21,164,3,MIGUEL,War & Leisure,29,50
Powerglide,329,R&B/Hip-hop,2018-03-17,191,3,RAE_SREMMURD,SR3MM,51,51
All_On_Me,21,Country,2018-01-13,65,3,DEVIN_DAWSON,Dark Horse,52,52
Love_Lies,249,R&B/Hip-hop,2018-03-03,119,3,KHALID,,43,53
Dura,116,R&B/Hip-hop,2018-02-17,54,3,DADDY_YANKEE,,50,54
Broken_Halos,75,Rock,2018-01-13,49,3,CHRIS_STAPLETON,From A Room: Volume 1,45,55
Everyday,130,R&B/Hip-hop,2018-03-17,143,3,LOGIC,Bobby Tarantino II,29,56
Singles_You_Up,372,Country,2018-02-17,106,3,JORDAN_DAVIS,Home State,57,57
IDGAF,202,Pop,2018-01-27,71,3,DUA_LIPA,Dua Lipa,58,58
X,463,Latin,2018-03-17,175,3,NICKY_JAM,,59,59
Five_More_Minutes,142,Country,2017-12-23,197,3,SCOTTY_McCREERY,Seasons Change,44,60
Billy,61,R&B/Hip-hop,2018-03-10,5,3,6IX9INE,Day69: Graduation Day,50,61
Top_Off,430,R&B/Hip-hop,2018-03-17,68,3,DJ_KHALED,,22,62
Gummo,171,R&B/Hip-hop,2017-12-02,5,3,6IX9INE,Day69: Graduation Day,12,63
No_Excuses,299,Pop,2018-03-17,161,3,MEGHAN_TRAINOR,,46,64
Hardaway,175,R&B/Hip-hop,2018-02-17,64,3,DEREZ_DE'SHON,,65,65
Delicate,101,Pop,2018-03-24,208,3,TAYLOR_SWIFT,reputation,66,66
The_Remedy_For_A_Broken_Heart_(Why_Am_I_So_In_Love),414,R&B/Hip-hop,2018-03-31,227,3,XXXTENTACION,?,67,67
Zombie,476,Rock,2018-03-24,18,3,BAD_WOLVES,,54,68
El_Farsante,120,Latin,2018-02-10,178,3,OZUNA,Odisea,49,69
44_More,9,R&B/Hip-hop,2018-03-10,143,3,LOGIC,Bobby Tarantino II,22,70
Pick_It_Up,325,R&B/Hip-hop,2017-12-02,81,3,FAMOUS_DEX,,54,71
In_My_Blood,205,Pop,2018-03-31,199,3,SHAWN_MENDES,Shawn Mendes,72,72
Tell_Me_You_Love_Me,402,Pop,2017-12-23,62,3,DEMI_LOVATO,Tell Me You Love Me,53,73
The_Long_Way,412,Country,2018-02-17,32,3,BRETT_ELDREDGE,Brett Eldredge,74,74
Red_Roses,339,R&B/Hip-hop,2018-01-20,136,3,LIL_SKIES,Life of a Dark Rose,69,75
Betrayed,53,R&B/Hip-hop,2017-12-02,139,3,LIL_XAN,Total Xanarchy,64,76
NBAYoungboat,285,R&B/Hip-hop,2018-03-24,140,3,LIL_YACHTY,Lil Boat 2,63,77
When_We,454,R&B/Hip-hop,2018-02-24,207,3,TANK,SAVAGE,78,78
No_Smoke,301,R&B/Hip-hop,2017-12-30,232,3,YOUNGBOY_NEVER_BROKE_AGAIN,Al YoungBoy,61,79
I_Like_Me_Better,193,Pop,2018-02-24,129,3,LAUV,I met you when I was 18. (the playlist),80,80
Nowadays,308,R&B/Hip-hop,2018-01-20,136,3,LIL_SKIES,Life of a Dark Rose,55,81
Numb,310,R&B/Hip-hop,2018-03-31,227,3,XXXTENTACION,?,82,82
Infinity_(888),207,R&B/Hip-hop,2018-03-31,227,3,XXXTENTACION,?,83,83
One_Number_Away,316,Country,2018-03-31,148,3,LUKE_COMBS,This One's For You,84,84
I_Lived_It,194,Country,2018-03-17,28,3,BLAKE_SHELTON,Texoma Shore,85,85
Sit_Next_To_Me,373,Pop,2018-03-31,85,3,FOSTER_THE_PEOPLE,Sacred Hearts Club,86,86
Tequila,404,Country,2018-03-31,55,3,DAN_+_SHAY,,87,87
Narcos,283,R&B/Hip-hop,2018-02-10,163,3,MIGOS,Culture II,36,88
